source,target,value
Abdul Alim,Luo Mai,2.0
Abdul Alim,Matteo Migliavacca,2.0
Abdul Alim,Paolo Costa,2.0
Abdul Alim,Peter Pietzuch,2.0
Abdul Quamar,Badrish Chramouli,2.0
Abdul Quamar,Jonathan Goldstein,2.0
Abe Mamdani,David Heckerman,2.0
Abe Mamdani,Michael P Wellman,2.0
Abha Ahuja,Abhijit Bose,2.0
Abha Ahuja,Farnam Jahanian,2.0
Abha Ahuja,Roger Wattenhofer,2.0
Abha Ahuja,Srinivasan Venkatachary,2.0
Abhijit,Anton Bakalov,2.0
Abhijit,K Saravanan,2.0
Abhijit,Karthik Raman,2.0
Abhijit,Pushpak Bhattacharya,2.0
Abhijit Bhole,Goutham Tholpadi,2.0
Abhijit Bhole,Pushpak,2.0
Abhijit Bhole,Raghavendra,2.0
Abhijit Bhole,Raghavendra Udupa,2.0
Abhijit Bose,Craig Labovitz,2.0
Abhijit Bose,Farnam Jahanian,2.0
Abhijnan Chakraborty,Saikat Guha,2.0
Abhijnan Chakraborty,Vageesh Chramouli,2.0
Abhijnan Chakraborty,Venkata N Padmanabhan,2.0
Abhijnan Chakraborty,Venkata Padmanabhan,2.0
Abhik Lahiri,Barlas Oguz,2.0
Abhik Lahiri,Benoit Dumoulin,2.0
Abhik Lahiri,Issac Alphonso,2.0
Abhik Lahiri,Michael Levit,2.0
Abhik Lahiri,Shawn Chang,2.0
Abhik Rouchoudhury,Kapil Vaswani,2.0
Abhik Roychoudhury,Dawei Qu,2.0
Abhik Roychoudhury,Kapil Vaswani,2.0
Abhik Roychoudhury,Zengkai Lang,2.0
Abhimanyu Das,Alexer J Smola,2.0
Abhimanyu Das,Amr Ahmed,2.0
Abhimanyu Das,Anitha Kannan,2.0
Abhimanyu Das,Emre K c man,2.0
Abhimanyu Das,James Cook,2.0
Abhimanyu Das,Kamesh Munagala,2.0
Abhimanyu Das,Krishnaram Kenthapadi,2.0
Abhimanyu Das,Mahyar Salek,2.0
Abhimanyu Das,Nina Mishra,2.0
Abhimanyu Das,Onur Varol,2.0
Abhimanyu Das,Rina Panigrahy,2.0
Abhinan Das,Sanjay Agrawal,2.0
Abhinan Das,Surajit Chaudhuri,2.0
Abhinan Das,Vivek,2.0
Abhinav Jain,Brian Zill,2.0
Abhinav Jain,Jitendra Padhye,2.0
Abhinav Jain,Ratul Mahajan,2.0
Abhinav Jain,Sharad Agarwal,2.0
Abhinav Parate,Benjamin,2.0
Abhinav Parate,David Chu,2.0
Abhinav Parate,Deepak Ganesan,2.0
Abhinav Parate,Matthias B hmer,2.0
Abhinav Uppal,Edward,2.0
Abhinav Uppal,Saurabh Panjwani,2.0
Abhishek Kar,Michael Cohen,2.0
Abhishek Kar,Neel Joshi,2.0
Abhishek Prateek,Ben Livshits,2.0
Abhishek Prateek,Benjamin Livshits,2.0
Abhishek Prateek,K Vikram,2.0
Abhishek Prateek,KVikram,2.0
Abhishek Rajimwale,John D Davis,2.0
Abhishek Rajimwale,Vijayan Prabhakaran,2.0
Abhishek Ranjan,Kapil Vaswani,2.0
Abhishek Ranjan,Kaushik Rajan,2.0
Abhishek Ranjan,Ken Eguro,2.0
Abhishek Ranjan,Ramarathnam Venkatesan,2.0
Abhishek Ranjan,Ravi Ramamurthy,2.0
Abhishek Singh,Aman Kansal,2.0
Abhishek Singh,Jie Liu,2.0
Abhishek Singh,Ripal Nathuji,2.0
Abhishek Singh,Tarek Abdelzaher,2.0
Abhishek Sinha,Manish Bhardwaj,2.0
Abhishek Sinha,Navkar Samdaria,2.0
Abhishek Sinha,Nupur Bhatnagar,2.0
Abhishek Sinha,Shelly Batra,2.0
Abhishek Sinha,William Thies,2.0
Abhishek Udupa,Ankush Desai,2.0
Abhishek Udupa,Kaushik Rajan,2.0
Abhishek Udupa,Sriram Rajamani,2.0
Abhishek Udupa,bill thies,2.0
Abhradeep Guha Thakurta,Prateek Jain,2.0
Abhradeep Thakurta,Adam Smith,2.0
Abhradeep Thakurta,Pravesh Kothari,2.0
Abhradeep Thakurta,Raghav Bhaskar,2.0
Abhradeep Thakurta,Srivatsan Laxman,2.0
Abhradeep Thakurta,cynthia dwork,2.0
Abhradeep Thakurta,kunal talwar,2.0
Abigail,Caroline Hummels,2.0
Abigail,Connie Golsteijn,2.0
Abigail,David Frohlich,2.0
Abigail,David Kirk,2.0
Abigail,Elise van den Hoven,2.0
Abigail,Michael Massimi,2.0
Abigail,Richard Harper,2.0
Abigail,john helmes,2.0
Abigail Durrant,Alex S Taylor,2.0
Abigail Durrant,Evanthia Lyons,2.0
Abigail J Sellen,Carsten Rother,2.0
Abigail J Sellen,David S Kirk,2.0
Abigail J Sellen,Kenneth R Wood,2.0
Abigail See,Pushmeet,2.0
Abigail See,Yoram Bachrach,2.0
Abigail Sellen,Anab Jain,2.0
Abigail Sellen,Annika Hupfeld,2.0
Abigail Sellen,Antonio,2.0
Abigail Sellen,Barry Brown,2.0
Abigail Sellen,Boon Chew,2.0
Abigail Sellen,Catherine C Marshall,2.0
Abigail Sellen,Christos Gkantsidis,2.0
Abigail Sellen,Claire Cousins,2.0
Abigail Sellen,Craig Stewart,2.0
Abigail Sellen,Daniella Petrelli,2.0
Abigail Sellen,Darren Edge,2.0
Abigail Sellen,David S Kirk,2.0
Abigail Sellen,Dongwook Yoon,2.0
Abigail Sellen,Dustin Freeman,2.0
Abigail Sellen,Elise van den,2.0
Abigail Sellen,Eno Thereska,2.0
Abigail Sellen,Evanthia Lyons,2.0
Abigail Sellen,Fran ois Guimbreti re,2.0
Abigail Sellen,Gary Hsieh,2.0
Abigail Sellen,Gavin Smyth,2.0
Abigail Sellen,Gilbert Cockton,2.0
Abigail Sellen,Giulio Jacucci,2.0
Abigail Sellen,Helena M Mentis,2.0
Abigail Sellen,Jennifer Rode,2.0
Abigail Sellen,Joseph Jofish  Kaye,2.0
Abigail Sellen,K R Wood,2.0
Abigail Sellen,Ken Hinckley,2.0
Abigail Sellen,Kenneth R,2.0
Abigail Sellen,Kenton O Hara,2.0
Abigail Sellen,Lorna Brown,2.0
Abigail Sellen,Lyndsay Williams,2.0
Abigail Sellen,Mark Perry,2.0
Abigail Sellen,Mark Selby,2.0
Abigail Sellen,Marshini Chetty,2.0
Abigail Sellen,Marta E Cecchinato,2.0
Abigail Sellen,Martin Bhomer,2.0
Abigail Sellen,Maryam Tohidi,2.0
Abigail Sellen,Michel Pahud,2.0
Abigail Sellen,Milad Shokouhi,2.0
Abigail Sellen,Neil Smyth,2.0
Abigail Sellen,Nicholas Chen,2.0
Abigail Sellen,Ofer Bergman,2.0
Abigail Sellen,P Clough,2.0
Abigail Sellen,Paul Andre,2.0
Abigail Sellen,Peter Key,2.0
Abigail Sellen,R Harper,2.0
Abigail Sellen,Rachel,2.0
Abigail Sellen,Rebecca D Watkins,2.0
Abigail Sellen,Renan Krishnan,2.0
Abigail Sellen,Rikin,2.0
Abigail Sellen,Ron Baecker,2.0
Abigail Sellen,Rose Johnson,2.0
Abigail Sellen,S Izadi,2.0
Abigail Sellen,Salu Ylirisku,2.0
Abigail Sellen,Sam Meek,2.0
Abigail Sellen,Shamsi Iqbal,2.0
Abigail Sellen,Steve Hodges,2.0
Abigail Sellen,Stuart,2.0
Abigail Sellen,Thomas Karagiannis,2.0
Abigail Sellen,Tom Rodden,2.0
Abigail Sellen,Vaiva Kalnakaite,2.0
Abigail Sellen,Vaiva Kalnikaite,2.0
Abigail Sellen,Will Odom,2.0
Abigail Sellen,Xiang,2.0
Abigail Sellen,Xianghua,2.0
Abigail Sellen,kenton O'Hara,2.0
Abigail Sellen,mc Schraefel,2.0
Abigail Sellen,steve hodges,2.0
Abram Hindle,Daniel M German,2.0
Abram Hindle,Earl T Barr,2.0
Abram Hindle,Peter C Rigby,2.0
Abram Hindle,Premkumar Devanbu,2.0
Abusayeed Saifullah,Chenyang Lu,2.0
Abusayeed Saifullah,Jie Liu,2.0
Abusayeed Saifullah,Ranveer Chra,2.0
Abusayeed Saifullah,Sriram Sankar,2.0
Achim,Takako Aikawa,2.0
Achuta Kadambi,Christoph Rhemann,2.0
Achuta Kadambi,Nikhil Naik,2.0
Achuta Kadambi,Ramesh Raskar,2.0
Achuta Kadambi,Shahram Izadi,2.0
Achuta Kadambi,Sing Bing Kang,2.0
Adam,Edward Cutrell,2.0
Adam,Ken Hinckley,2.0
Adam,Patrick Baudisch,2.0
Adam Barth,Benjamin I P Rubinstein,2.0
Adam Barth,Dawn Song,2.0
Adam Barth,John C Mitchell,2.0
Adam Barth,Mukund Sundararajan,2.0
Adam Barth,Peter L Bartlett,2.0
Adam Bosworth,Andrew Layman,2.0
Adam Bosworth,Hamid Pirahesh,2.0
Adam Bosworth,Jim Gray,2.0
Adam Doupe,Christopher Kruegel,2.0
Adam Doupe,Giovanni Vigna,2.0
Adam Doupe,Marcus Peinado,2.0
Adam Doupe,Mariusz Jakubowski,2.0
Adam Doupe,Weidong Cui,2.0
Adam Eversole,Alexey Kamenev,2.0
Adam Eversole,Alexey Orlov,2.0
Adam Eversole,Alexey Reznichenko,2.0
Adam Eversole,Amit Agarwal,2.0
Adam Eversole,Andreas Stolcke,2.0
Adam Eversole,Avner May,2.0
Adam Eversole,Baolin Peng,2.0
Adam Eversole,Bhaskar Mitra,2.0
Adam Eversole,Chris Basoglu,2.0
Adam Eversole,Eldar Akchurin,2.0
Adam Eversole,Gaizka Navarro,2.0
Adam Eversole,Gang Li,2.0
Adam Eversole,Geoffrey Zweig,2.0
Adam Eversole,Guoguo Chen,2.0
Adam Eversole,Hari Parthasarathi,2.0
Adam Eversole,Huaming Wang,2.0
Adam Eversole,Jasha Droppo,2.0
Adam Eversole,Kaisheng Yao,2.0
Adam Eversole,Malcolm Slaney,2.0
Adam Eversole,Mark Hillebr,2.0
Adam Eversole,Marko Padmilac,2.0
Adam Eversole,Olivier Nano,2.0
Adam Eversole,Philipp Kranen,2.0
Adam Eversole,Ryan Hoens,2.0
Adam Eversole,Scott Cyphers,2.0
Adam Eversole,Vladimir Ivanov,2.0
Adam Eversole,Wolfgang Manousek,2.0
Adam Eversole,Xie Chen,2.0
Adam Eversole,Xuedong Huang,2.0
Adam Eversole,Yongqiang Wang,2.0
Adam Eversole,Yu Zhang,2.0
Adam Eversole,Zhiheng Huang,2.0
Adam Finkelstein,Alex Colburn,2.0
Adam Finkelstein,Emil Praun,2.0
Adam Finkelstein,Hugues Hoppe,2.0
Adam Finkelstein,Ian Buck,2.0
Adam Finkelstein,Joshua Seims,2.0
Adam Finkelstein,Kentaro Toyama,2.0
Adam Finkelstein,Michael F Cohen,2.0
Adam Finkelstein,Peter-Pike J Sloan,2.0
Adam Finkelstein,Richard Szeliski,2.0
Adam Fourney,Meredith Ringel Morris,2.0
Adam Glass,Antony Rowstron,2.0
Adam Glass,Austin Donnelly,2.0
Adam Glass,Dave Harper,2.0
Adam Glass,Eric Peterson,2.0
Adam Glass,Paul Engl,2.0
Adam Glass,Richard Black,2.0
Adam Glass,Sergey Legtchenko,2.0
Adam Glass,Shobana Balakrishnan,2.0
Adam Kalai,Heung-Yeung Shum,2.0
Adam Kalai,Jaime Teevan,2.0
Adam Kalai,Miaomiao Wen,2.0
Adam Kalai,Nancy Baym,2.0
Adam Kalai,Omer Tamuz,2.0
Adam Kalai,Steven M Seitz,2.0
Adam Kalai,Susan Dumais,2.0
Adam Kiezun,Michael Y Levin,2.0
Adam Kiezun,Patrice Godefroid,2.0
Adam Kirsch,Michael Mitzenmacher,2.0
Adam Kirsch,Udi,2.0
Adam Klivans,Daniel Stefankovic,2.0
Adam Klivans,Eric Vigoda,2.0
Adam Klivans,Santosh Vempala,2.0
Adam O'Donovan,Adrian KC Lee,2.0
Adam O'Donovan,Barbara Shinn-Cunningham,2.0
Adam O'Donovan,Edmund Lalor,2.0
Adam O'Donovan,Inyong Choi,2.0
Adam O'Donovan,James Wright,2.0
Adam O'Donovan,Jeffrey Pompe,2.0
Adam O'Donovan,Jonathan Brumberg,2.0
Adam O'Donovan,Malcolm Slaney,2.0
Adam O'Donovan,Nai Ding,2.0
Adam O'Donovan,Nils Peters,2.0
Adam O'Donovan,Nima Mesgarani,2.0
Adam O'Donovan,Shihab Shamma,2.0
Adam O'Donovan,Siddharth Rajaram,2.0
Adam O'Donovan,Sudarshan Ramenahalli,2.0
Adam Paetznick,Krysta M Svore,2.0
Adam Siepel,Christopher Meek,2.0
Adam Siepel,Daniel Geiger,2.0
Adam Siepel,David Haussler,2.0
Adam Siepel,David Heckerman,2.0
Adam Siepel,Nebojsa Jojic,2.0
Adam Siepel,Vladimir Jojic,2.0
Adam Smith,Cynthia Dwork,2.0
Adam Smith,Frank McSherry,2.0
Adam Smith,Hoeteck Wee,2.0
Adam Smith,Raghav Bhaskar,2.0
Adam Smith,Shuchi Chawla,2.0
Adam Smith,Srivatsan Laxman,2.0
Adam Stubblefield,Dan Simon,2.0
Adam Tauman Kalai,Jaime Teevan,2.0
Adam Tauman Kalai,Peter Organisciak,2.0
Adam Tauman Kalai,Robert C Miller,2.0
Adam Tauman Kalai,Susan Dumais,2.0
Adam Wierman,Eno Thereska,2.0
Adam Wierman,Lachlan L H Andrew,2.0
Adam Wierman,Minghong Lin,2.0
Adarsh Kowdle,Christoph Rhemann,2.0
Adarsh Kowdle,David Kim,2.0
Adarsh Kowdle,Richard Szeliski,2.0
Adarsh Kowdle,Sean Fanello,2.0
Adarsh Kowdle,Sergio Orts Escolano,2.0
Adarsh Kowdle,Shahram Izadi,2.0
Adarsh Kowdle,Sudipta N Sinha,2.0
Adarsh Kowdle,Vladimir Tankovich,2.0
Adien Finzi,Adrian Chappell,2.0
Adien Finzi,Alejro Salazar,2.0
Adien Finzi,Anders Ahlstrom,2.0
Adien Finzi,Bertr Guenet,2.0
Adien Finzi,Carlos A Sierra,2.0
Adien Finzi,Changhui Peng,2.0
Adien Finzi,Charlie Koven,2.0
Adien Finzi,Chris D Jones,2.0
Adien Finzi,Eric A Davidson,2.0
Adien Finzi,Francesca Hopkins,2.0
Adien Finzi,Hanqin Tian,2.0
Adien Finzi,James T Rerson,2.0
Adien Finzi,Jennifer W Harden,2.0
Adien Finzi,Jianyang Xia,2.0
Adien Finzi,Junyi Liang,2.0
Adien Finzi,Katerina Georgiou,2.0
Adien Finzi,Katherine E O Todd-Brown,2.0
Adien Finzi,Kees Jan van Groenigen,2.0
Adien Finzi,Lifen Jiang,2.0
Adien Finzi,Margaret Torn,2.0
Adien Finzi,Mark J Lara,2.0
Adien Finzi,Matthew J Smith,2.0
Adien Finzi,Niels H Batjes,2.0
Adien Finzi,Nuno Carvalhais,2.0
Adien Finzi,Oleksra Hararuk,2.0
Adien Finzi,Philippe Ciais,2.0
Adien Finzi,Robert B Jackson,2.0
Adien Finzi,Steven D Allison,2.0
Adien Finzi,Tao Zhou,2.0
Adien Finzi,Tristan O West,2.0
Adien Finzi,Victor Brovkin,2.0
Adien Finzi,William Parton,2.0
Adien Finzi,William R Wieder,2.0
Adien Finzi,Xia Xu,2.0
Adien Finzi,Xiaofeng Xu,2.0
Adien Finzi,Yaxing Wei,2.0
Adien Finzi,Ying Ping Wang,2.0
Adien Finzi,Yiqi Luo,2.0
Adien Finzi,Yujie He,2.0
Adith Swaminathan,Anitha Kannan,2.0
Adith Swaminathan,Krishnaram Kenthapadi,2.0
Adith Swaminathan,Maria Christoforaki,2.0
Adith Swaminathan,Rakesh Agrawal,2.0
Adith Swaminathan,Sreenivas Gollapudi,2.0
Aditya Akella,Athula Balachran,2.0
Aditya Akella,Bhavish Aggarwal,2.0
Aditya Akella,Dahlia Malkhi,2.0
Aditya Akella,Fabian Kuhn,2.0
Aditya Akella,George Varghese,2.0
Aditya Akella,Ion Stoica,2.0
Aditya Akella,Janardhan Kulkarni,2.0
Aditya Akella,Mahesh Balakrishnan,2.0
Aditya Akella,Paramvir Bahl,2.0
Aditya Akella,Peter Bodik,2.0
Aditya Akella,Pushkar Chitnis,2.0
Aditya Akella,Qifan Pu,2.0
Aditya Akella,Venugopalan Ramasubramanian,2.0
Aditya Bhaskara,Kunal Talwar,2.0
Aditya Bhaskara,Ravishankar Krishnaswamy,2.0
Aditya Bhaskara,Udi Wieder,2.0
Aditya Gopalan,Andrew Newell,2.0
Aditya Gopalan,Gabriel Kliot,2.0
Aditya Gopalan,Ishai Menache,2.0
Aditya Gopalan,Mark Silberstein,2.0
Aditya Gopalan,Soramichi Akiyama,2.0
Aditya Kamath,Aditya V Nori,2.0
Aditya Kamath,Mayur Naik,2.0
Aditya Kamath,Ravi Mangal,2.0
Aditya Kamath,Xin Zhang,2.0
Aditya Kanade,Aditya V Nori,2.0
Aditya Kanade,Akash Lal,2.0
Aditya Kanade,Rahul Kumar,2.0
Aditya Kanade,Varun Tulsian,2.0
Aditya Nori,Alex Aiken,2.0
Aditya Nori,Bharath Hariharan,2.0
Aditya Nori,Bhargav Gulavani,2.0
Aditya Nori,Kapil Vaswani,2.0
Aditya Nori,Nels Beckman,2.0
Aditya Nori,Rahul Sharma,2.0
Aditya Nori,Robert Simmons,2.0
Aditya Nori,Saurabh Gupta,2.0
Aditya Nori,Thomas Henzinger,2.0
Aditya Nori,Trishul Chilimbi,2.0
Aditya Nori,Yamini Kannan,2.0
Aditya Sankar,Archana Prasad,2.0
Aditya Sankar,Neeharika Adabala,2.0
Aditya Sankar,joseph joy,2.0
Aditya Sankar,naren datha,2.0
Aditya Sankar,neeharika adabala,2.0
Aditya Thakur,Akash Lal,2.0
Aditya Thakur,Junghee Lim,2.0
Aditya Thakur,Thomas,2.0
Aditya V Nori,Aditya V Thakur,2.0
Aditya V Nori,Anindya Banerjee,2.0
Aditya V Nori,Arun Chaganty,2.0
Aditya V Nori,Arun T Chaganty,2.0
Aditya V Nori,Aws Albarghouthi,2.0
Aditya V Nori,Ben Liblit,2.0
Aditya V Nori,Benjamin Livshits,2.0
Aditya V Nori,Bhargav Gulavani,2.0
Aditya V Nori,Bhargav S Gulavani,2.0
Aditya V Nori,Claudio Russo,2.0
Aditya V Nori,Deepak Vijaykeerthy,2.0
Aditya V Nori,Johannes Borgstroem,2.0
Aditya V Nori,Johannes Borgstrom,2.0
Aditya V Nori,Kapil Vaswani,2.0
Aditya V Nori,Krishna Mehra,2.0
Aditya V Nori,Michael C Tschantz,2.0
Aditya V Nori,Michael Y Levin,2.0
Aditya V Nori,Mihhail Aizatulin,2.0
Aditya V Nori,Nikolai Tillmann,2.0
Aditya V Nori,Peli de Halleux,2.0
Aditya V Nori,Percy Liang,2.0
Aditya V Nori,Praneeth Netrapalli,2.0
Aditya V Nori,Prateek Jain,2.0
Aditya V Nori,Rahul Purare,2.0
Aditya V Nori,Sai Deep Tetali,2.0
Aditya V Nori,SaiDeep Tetali,2.0
Aditya V Nori,Sherjil Ozair,2.0
Aditya V Nori,Sivakant Gopi,2.0
Aditya V Nori,Thomas A Henzinger,2.0
Aditya V Nori,Thore Graepel,2.0
Aditya V Nori,Trishul Chilimbi,2.0
Aditya V Nori,Varun Tulsian,2.0
Aditya V Nori,Venkatesh Vinayakarao,2.0
Aditya V Nori,Wolfram Schulte,2.0
Aditya V Thakur,Sai Deep Tetali,2.0
Aditya V Thakur,Sriram K Rajamani,2.0
Aditya Vailaya,Anil Jain,2.0
Aditya Vailaya,HongJiang Zhang,2.0
Aditya Vashistha,Andrew Cross,2.0
Aditya Vashistha,Erin Brady,2.0
Aditya Vashistha,Nicola Dell,2.0
Aditya Vashistha,Pranav Ramkrishnan,2.0
Aditya Vashistha,Rajan Vaish,2.0
Aditya Vashistha,Richard Anderson,2.0
Aditya Vashistha,Rijurekha Sen,2.0
Aditya Vashistha,Venkat Padmanabhan,2.0
Admanit Y,Barak D,2.0
Admanit Y,Fisher J,2.0
Admanit Y,Harel D,2.0
Admanit Y,Hubbard EJA,2.0
Admanit Y,Sadot A,2.0
Admanit Y,Stern MJ,2.0
Adnan Custovic,Angela Simpson,2.0
Adnan Custovic,John Winn,2.0
Adnan Custovic,Vincent Y F Tan,2.0
Adrian A de Freitas,Alexra To,2.0
Adrian A de Freitas,Anhong Guo,2.0
Adrian A de Freitas,Jaime Teevan,2.0
Adrian A de Freitas,Jeffrey P Bigham,2.0
Adrian A de Freitas,Michael Nebeling,2.0
Adrian A de Freitas,Steven P Dow,2.0
Adrian Birka,Cristian Diaconu,2.0
Adrian Birka,David Lomet,2.0
Adrian Birka,Justin Levoski,2.0
Adrian Birka,Sudipta Sengupta,2.0
Adrian Chappell,Alejro Salazar,2.0
Adrian Chappell,Anders Ahlstrom,2.0
Adrian Chappell,Bertr Guenet,2.0
Adrian Chappell,Carlos A Sierra,2.0
Adrian Chappell,Changhui Peng,2.0
Adrian Chappell,Charlie Koven,2.0
Adrian Chappell,Chris D Jones,2.0
Adrian Chappell,Eric A Davidson,2.0
Adrian Chappell,Francesca Hopkins,2.0
Adrian Chappell,Hanqin Tian,2.0
Adrian Chappell,James T Rerson,2.0
Adrian Chappell,Jennifer W Harden,2.0
Adrian Chappell,Jianyang Xia,2.0
Adrian Chappell,Junyi Liang,2.0
Adrian Chappell,Katerina Georgiou,2.0
Adrian Chappell,Katherine E O Todd-Brown,2.0
Adrian Chappell,Kees Jan van Groenigen,2.0
Adrian Chappell,Lifen Jiang,2.0
Adrian Chappell,Margaret Torn,2.0
Adrian Chappell,Mark J Lara,2.0
Adrian Chappell,Matthew J Smith,2.0
Adrian Chappell,Niels H Batjes,2.0
Adrian Chappell,Nuno Carvalhais,2.0
Adrian Chappell,Oleksra Hararuk,2.0
Adrian Chappell,Philippe Ciais,2.0
Adrian Chappell,Robert B Jackson,2.0
Adrian Chappell,Steven D Allison,2.0
Adrian Chappell,Tao Zhou,2.0
Adrian Chappell,Tristan O West,2.0
Adrian Chappell,Victor Brovkin,2.0
Adrian Chappell,William Parton,2.0
Adrian Chappell,William R Wieder,2.0
Adrian Chappell,Xia Xu,2.0
Adrian Chappell,Xiaofeng Xu,2.0
Adrian Chappell,Yaxing Wei,2.0
Adrian Chappell,Ying Ping Wang,2.0
Adrian Chappell,Yiqi Luo,2.0
Adrian Chappell,Yujie He,2.0
Adrian Corduneanu,John C Platt,2.0
Adrian Cristal,Ferad Zyulkyarov,2.0
Adrian Cristal,Mateo Valero,2.0
Adrian Cristal,Sasa Tomic,2.0
Adrian KC Lee,Barbara Shinn-Cunningham,2.0
Adrian KC Lee,Edmund Lalor,2.0
Adrian KC Lee,Inyong Choi,2.0
Adrian KC Lee,James Wright,2.0
Adrian KC Lee,Jeffrey Pompe,2.0
Adrian KC Lee,Jonathan Brumberg,2.0
Adrian KC Lee,Malcolm Slaney,2.0
Adrian KC Lee,Nai Ding,2.0
Adrian KC Lee,Nils Peters,2.0
Adrian KC Lee,Nima Mesgarani,2.0
Adrian KC Lee,Shihab Shamma,2.0
Adrian KC Lee,Siddharth Rajaram,2.0
Adrian KC Lee,Sudarshan Ramenahalli,2.0
Adrian Kim,Daniel Tarlow,2.0
Adrian Kim,Kyomin Jung,2.0
Adrian Kim,Pushmeet Kohli,2.0
Adrian M Caulfield,Joel Coburn,2.0
Adrian M Caulfield,John D Davis,2.0
Adrian M Caulfield,Laura M Grupp,2.0
Adrian M Caulfield,Steven Swanson,2.0
Adrian Pope,Alexer S Szalay,2.0
Adrian Pope,Andrew Connolly,2.0
Adrian Pope,Istv n Szapudi,2.0
Adrian Pope,Jim Gray,2.0
Adrian Pope,Takahiko Matsubara,2.0
Adrian Pope,Tam s Budavari,2.0
Adrian Sampson,Dan Grossman,2.0
Adrian Sampson,Jacob Nelson,2.0
Adrian Sampson,Karin Strauss,2.0
Adrian Sampson,Kathryn S McKinley,2.0
Adrian Sampson,Pavel Panchekha,2.0
Adrian Sampson,Todd Mytkowicz,2.0
Adrian Sch pbach,Akhilesh Singhania,2.0
Adrian Sch pbach,Andrew Baumann,2.0
Adrian Sch pbach,Paul Barham,2.0
Adrian Sch pbach,Pierre-Evariste Dag,2.0
Adrian Sch pbach,Rebecca Isaacs,2.0
Adrian Sch pbach,Simon Peter,2.0
Adrian Sch pbach,Tim Harris,2.0
Adrian Sch pbach,Timothy Roscoe,2.0
Adriana Lopez-Alt,Ilya Mironov,2.0
Adriana Lopez-Alt,Kristin Lauter,2.0
Adriana Lopez-Alt,Michael Naehrig,2.0
Adriana Lopez-Alt,Salil Vadhan,2.0
Adriana Lopez-Alt,Yevgeniy Dodis,2.0
Adrienne Andrew,Amy K Karlson,2.0
Adri n Cristal,Enrique Vallejo,2.0
Adri n Cristal,Ferno Vallejo,2.0
Adri n Cristal,Furkan Ayar,2.0
Adri n Cristal,Jayneel Ghi,2.0
Adri n Cristal,Kathryn S McKinley,2.0
Adri n Cristal,Mario Nemirovsky,2.0
Adri n Cristal,Mark D Hill,2.0
Adri n Cristal,Mateo Valero,2.0
Adri n Cristal,Michael M Swift,2.0
Adri n Cristal,Osman Unsal,2.0
Adri n Cristal,Osman  nsal,2.0
Adri n Cristal,Ram n Beivide,2.0
Adri n Cristal,Tim Harris,2.0
Adri n Cristal,Vasileios Karakostas,2.0
Adri n Mac as,Andrew Putnam,2.0
Adri n Mac as,Michael Naehrig,2.0
Adri n Mac as,Thomas P ppelmann,2.0
Adwait Ratnaparkhi,Hang Li,2.0
Adwait Ratnaparkhi,Hsiao-Wuen Hon,2.0
Adwait Ratnaparkhi,Jue Wang,2.0
Adwait Ratnaparkhi,Min Zhao,2.0
Ahmad Bassiouny,Motaz El Saban,2.0
Ahmed Abdel-Hamid,Khaled Sami,2.0
Ahmed Abdel-Hamid,Michael Gamon,2.0
Ahmed Abdel-Hamid,Nesma Refaei,2.0
Ahmed Abdel-Hamid,Riham Hassan Mansour,2.0
Ahmed Bouajjani,Akash Lal,2.0
Ahmed Bouajjani,Madanlal Musuvathi,2.0
Ahmed Bouajjani,Michael Emmi,2.0
Ahmed Bouajjani,Sebastian Burckhardt,2.0
Ahmed Bouajjani,Shaz Qadeer,2.0
Ahmed El-Kishky,Chi Wang,2.0
Ahmed El-Kishky,Clare R Voss,2.0
Ahmed El-Kishky,Fangbo Tao,2.0
Ahmed El-Kishky,Heng Ji,2.0
Ahmed El-Kishky,Jiawei Han,2.0
Ahmed El-Kishky,Xiang Ren,2.0
Ahmed Eldawy,Badrish Chramouli,2.0
Ahmed Eldawy,Justin J Levoski,2.0
Ahmed Eldawy,Justin Levoski,2.0
Ahmed Eldawy,Mohamed Mokbel,2.0
Ahmed Eldawy,Paul Larson,2.0
Ahmed H Abdel-Gawad,Tom Minka,2.0
Ahmed H Abdel-Gawad,Yuan Qi,2.0
Ahmed H Tewfik,Bin B Zhu,2.0
Ahmed H Tewfik,Mitchell D Swanson,2.0
Ahmed Hassan,Bill Ramsey,2.0
Ahmed Hassan,Hongning Wang,2.0
Ahmed Hassan,Imed Zitouni,2.0
Ahmed Hassan,Nick Craswell,2.0
Ahmed Hassan,Susan Dumais,2.0
Ahmed Hassan,Wei Chu,2.0
Ahmed Hassan,Xiaodong He,2.0
Ahmed Hassan,Xiaolin Shi,2.0
Ahmed Hassan,Yang Song,2.0
Ahmed Hassan,ryen white,2.0
Ahmed K Elmagarmid,Per- ke Larson,2.0
Ahmed K Elmagarmid,Thanaa M Ghanem,2.0
Ahmed K Elmagarmid,Walid G,2.0
Ahmed Kharrufa,James Nicholson,2.0
Ahmed Kharrufa,Pam Briggs,2.0
Ahmed Kharrufa,Patrick Olivier,2.0
Ahmed Kharrufa,Paul Dunphy,2.0
Ahmed Kharrufa,Steve Hodges,2.0
Ahmed Kirmani,Arrigo Benedetti,2.0
Ahmed Kirmani,Philip A Chou,2.0
Aiden Doherty,Charlie Foster,2.0
Aiden Doherty,Melvyn Hillsdon,2.0
Aiden Doherty,Paul Kelly,2.0
Aiden Doherty,Steve Hodges,2.0
